,시도,군구,스벅_나머지데이터,ID
1113,강원,원주,"서원대로 402, 대신프라자 101,102,103호 (단구동)033-766-8611",원주
1114,강원,원주,서원대로 178 (단계동)033-748-7545,원주
1115,경남,김해,김해대로 1918 (구산동)055-332-3585,김해
1116,경남,김해,전하로304번길 24 (외동) 신세계백화점 1층055-272-1142,김해
1117,경남,김해,전하로304번길 24 (외동) 김해 이마트 1층055-327-3303,김해
1118,경남,김해,인제로 168 (어방동)055-337-4885,김해
1119,경남,김해,김해대로 (삼정동)055-338-9826,김해
1120,경남,김해,분성로 146 (외동)055-326-8772,김해
1121,경남,김해,율하3로91번길 30-5055-323-3704,김해
1122,경남,김해,가야로 182 (삼계동)055-312-8561,김해
1123,경남,김해,경원로 67 (내동)055-338-7421,김해
1124,경남,사천,사천읍 사천대로 1846055-854-3711,사천
1125,경남,사천,주공로 31 (벌리동)055-832-8782,사천
1126,경남,진주,진양호로 206 BYC빌딩1층055-741-3216,진주
1127,경남,진주,진주대로829번길 2 (주약동)055-761-8976,진주
1128,경남,진주,동진로 34 (칠암동)055-761-8781,진주
1129,경남,진주,진양호로527번길 3 (중안동)055-747-8717,진주
1130,경남,진주,진양호로 353 (신안동)055-748-7642,진주
1131,경남,진주,진주대로 510 (가좌동)055-753-8285,진주
1132,경남,창원,성산구 상남로 88 (상남동)055-262-3775,창원
1133,경남,창원,마산회원구 3·15대로 715 (석전동)055-297-3558,창원
1134,경남,창원,마산합포구 해안대로 383 (오동동)055-247-3540,창원
1135,경남,창원,진해구 진해대로 962 (자은동)055-552-3501,창원
1136,경남,창원,의창구 의창대로 68 (팔용동)055-296-3458,창원
1137,경남,창원,마산회원구 내서읍 호원로 315 055-232-3494,창원
1138,경남,창원,성산구 삼귀로 159 (귀곡동)055-261-3445,창원
1139,경남,창원,마산회원구 팔용로 158 (합성동)055-253-3285,창원
1140,경남,창원,마산회원구 합성남로 6-1 (합성동)055-295-7880,창원
1141,경남,창원,성산구 단정로 25055-264-7864,창원
1142,경남,창원,진해구 안골로 336 (용원동) 형제빌딩055-552-8725,창원
1143,경남,창원,의창구 팔용로 419 (팔용동)055-292-8718,창원
1144,경남,창원,"성산구 중앙대로100번길 9, 리베라컨벤션 (상남동)055-264-7627",창원
1145,경남,창원,"성산구 마디미로 20, 유탑프라자 (상남동)055-289-8620",창원
1146,경남,창원,성산구 상남로 132 (상남동)055-263-8226,창원
1147,경남,창원,마산합포구 합포로 251 (산호동) 신세계백화점 내 지하1층055-240-1828,창원
1148,경남,창원,의창구 원이대로 320 (대원동) 더시티세븐 시티세븐055-600-5348,창원
1149,경남,창원,마산합포구 월영남로 3 (해운동)055-246-8549,창원
1150,경남,창원,의창구 용지로169번길 1 (용호동)055-289-8457,창원
1151,경남,통영,광도면 죽림4로 9055-646-8458,통영
1152,경남,거제,거제중앙로 1936 (고현동)055-632-3589,거제
1153,경남,거제,"일운면 거제대로 2660, 거제대명리조트 1층055-733-7335",거제
1154,경남,거제,옥포대첩로 38 (옥포동)055-687-8308,거제
1155,경남,거제,장평로 12 (장평동)055-680-0160,거제
1156,경남,양산,동면 양산대로 532 055-387-3582,양산
1157,경남,양산,물금읍 증산역로 177 055-911-5367,양산
1158,경남,양산,물금읍 야리로 25 055-381-3473,양산
1159,경남,양산,웅상대로 860 (덕계동)055-382-3386,양산
1160,경남,양산,양산역1길 7 (중부동) 양산시외버스터미널055-383-9891,양산
1161,경남,양산,물금읍 범어로 62055-381-8701,양산
1162,경남,양산,"양산역6길 12, 양산이마트 1층 (중부동)055-367-8390",양산
1163,경북,경산,경안로 222 (중방동)053-814-3316,경산
1164,경북,경산,대학로 280 (대동) 영남대학교053-814-8806,경산
1165,경북,경산,대학로 280 (조영동) 영남대학교053-811-8780,경산
1166,경북,경산,"청운로 16, 1~3층 (대동)053-811-8675",경산
1167,경북,경산,하양읍 하양로 18053-854-8650,경산
1168,경북,경산,옥산로 227 (중산동) 경산이마트053-813-1970,경산
1169,경북,경주,보문로 537 (천군동)054-771-3412,경주
1170,경북,경주,태종로 686 (사정동)054-743-3220,경주
1171,경북,경주,황성로1번길 4 (황성동)054-741-8945,경주
1172,경북,경주,첨성로 125 (황남동)054-773-8774,경주
1173,경북,경주,보문로 132-6 (북군동)054-741-0040,경주
1174,경북,경주,원효로 105-1 (노동동)054-749-8577,경주
1175,경북,경주,"보문로 510-6, 외 1번지(신평동 719-220) (천군동)054-745-8527",경주
1176,경북,구미,금오대로 439 (상모동)054-462-3613,구미
1177,경북,구미,야은로 312 (도량동)054-452-3541,구미
1178,경북,구미,옥계북로 20 (양포동)054-476-4233,구미
1179,경북,구미,송정대로 27 (송정동)054-451-8951,구미
1180,경북,구미,인동중앙로 15 (인의동)054-476-8796,구미
1181,경북,구미,금오산로 205 (남통동)054-454-8681,구미
1182,경북,구미,구미중앙로 94 (원평동)054-454-5430,구미
1183,경북,구미,"인동가산로 9-3, 노블레스타워 1층 (황상동)054-474-8260",구미
1184,경북,구미,"1공단로 212, HALLA SIGMA VALLEY 106 (공단동)054-461-7440",구미
1185,경북,포항,남구 중흥로 122 (상도동)054-284-3436,포항
1186,경북,포항,남구 오천읍 원동로 15054-293-8974,포항
1187,경북,포항,남구 포스코대로 340 (대도동)054-275-7937,포항
1188,경북,포항,남구 포스코대로 124 (대잠동)054-275-9853,포항
1189,경북,포항,"남구 냉천로 10, 이마트 포항점 1층 (인덕동)054-275-8613",포항
1190,경북,포항,남구 중흥로 77 (상도동) 밸류플러스복합빌딩054-272-0671,포항
1191,경북,포항,남구 시청로 5 (대잠동)054-272-9737,포항
1192,경북,문경,새재로 906 (문경읍)054-571-5760,문경
1193,경북,김천,혁신3로 26 (율곡동)054-435-3341,김천
1194,경북,김천,시청로 47 (대신동)054-431-2215,김천
1195,경북,안동,서동문로 173 (삼산동)054-854-8907,안동
1196,경북,안동,경북대로 379 (옥동)054-857-9821,안동
1197,경북,포항,북구 새천년대로 1255 (장성동)054-241-3349,포항
1198,경북,포항,북구 장량로 162 (양덕동)054-253-9890,포항
1199,경북,포항,북구 불종로 41 (신흥동)054-252-8744,포항
1200,경북,포항,북구 삼호로 186 (항구동)054-232-8366,포항
1201,전남,광양,중마중앙로 143 061-795-3295,광양
1202,전남,목포,영산로 495061-273-3718,목포
1203,전남,목포,백년대로 293 (상동)061-285-3408,목포
1204,전남,목포,고하대로 694 (산정동)061-274-3201,목포
1205,전남,목포,백년대로375번길 1 (옥암동)061-287-8784,목포
1206,전남,목포,미항로 137 (상동)061-283-9636,목포
1207,전남,무안,남악3로82번길 11061-283-8841,무안
1208,전남,순천,연향번영길 118 (연향동)061-722-3393,순천
1209,전남,순천,해룡면 향매로 97 061-723-3558,순천
1210,전남,순천,왕지2길 17 (왕지동)061-723-3371,순천
1211,전남,순천,비봉2길 9 (조례동)061-727-8404,순천
1212,전남,여수,이순신 광장로 192061-662-3677,여수
1213,전남,여수,예울마루로 37-53 (웅천동)061-683-3510,여수
1214,전남,여수,좌수영로 482 (둔덕동)061-653-3261,여수
1215,전남,여수,여문1로 49 (여서동)061-654-8727,여수
1216,전남,여수,망마로 39 (학동)061-686-8452,여수
1217,전남,나주,상야1길 21 (빛가람동)061-336-3276,나주
1218,전북,익산,선화로 106 (모현동1가)063-837-3670,익산
1219,전북,익산,무왕로 1005 (영등동)063-851-3341,익산
1220,전북,익산,무왕로 1052 (영등동)063-836-7481,익산
1221,전북,전주,송천중앙로 228063-278-3578,전주
1222,전북,전주,덕진구 기지로 68 (중동)063-224-3577,전주
1223,전북,전주,덕진구 기린대로 491 (덕진동1가)063-271-3481,전주
1224,전북,전주,덕진구 명륜4길 12 (덕진동1가)063-251-8511,전주
1225,전북,전주,완산구 모악로 4696 (평화동2가)063-226-3580,전주
1226,전북,전주,완산구 백제대로 242 (중화산동2가)063-237-3457,전주
1227,전북,전주,완산구 용머리로 7 (효자동1가)063-224-8973,전주
1228,전북,전주,완산구 서신로 104 (서신동)063-252-8990,전주
1229,전북,전주,완산구 유연로 288 (중화산동2가)063-226-6939,전주
1230,전북,전주,완산구 홍산로 238 (효자동2가)063-236-8897,전주
1231,전북,전주,완산구 팔달로 123 (전동)063-282-9882,전주
1232,전북,전주,완산구 홍산중앙로 22 (효자동3가)063-228-8750,전주
1233,전북,전주,완산구 전주객사4길 44-18 (고사동)063-287-8462,전주
1234,전북,정읍,충정로 271 (수성동)063-532-3324,정읍
1235,전북,군산,수송로 195 (수송동)063-468-9454,군산
1236,전북,군산,황룡로 7 (미룡동)063-467-8540,군산
1237,충남,공주,반포면 동학사1로 114 042-822-3623,공주
1238,충남,공주,번영1로 113 (신관동)041-881-8736,공주
1239,충남,논산,중앙로398번길 13-10041-734-8961,논산
1240,충남,서산,나무장1길 22 (예천동)041-668-3517,서산
1241,충남,서산,"호수공원2로 33, 1~2층 (읍내동)041-664-9685",서산
1242,충남,천안,동남구 만남로 43 (신부동)041-569-3717,천안
1243,충남,천안,동남구 청수14로 102 (청당동)041-556-3495,천안
1244,충남,천안,동남구 안서3길 3 (안서동)041-523-3423,천안
1245,충남,천안,동남구 신부15길 3 (신부동)041-552-3242,천안
1246,충남,천안,동남구 만남로 9 (신안동)041-553-3720,천안
1247,충남,천안,서북구 삼성대로 20 (백석동)041-566-3828,천안
1248,충남,천안,서북구 불당34길 2 (불당동)041-523-3657,천안
1249,충남,천안,서북구 서부대로 405 (쌍용동)041-576-3647,천안
1250,충남,천안,서북구 불당22대로 67 (불당동)041-561-3572,천안
1251,충남,천안,서북구 충무로 133 (쌍용동)041-575-3472,천안
1252,충남,천안,서북구 불당33길 24 (불당동)041-569-3390,천안
1253,충남,천안,서북구 동서대로 154 (성정동)041-572-7858,천안
1254,충남,천안,서북구 불당4로 91 (불당동)041-567-9886,천안
1255,충남,천안,서북구 부성4길 3 (부성1동)041-556-7484,천안
1256,충남,천안,서북구 충무로 187 (쌍용동) 천안이마트 1층041-577-8388,천안
1257,충남,계룡,엄사면 번영로 6 042-551-3420,계룡
1258,충남,당진,서해로 6283 (시곡동)041-358-3628,당진
1259,충남,당진,"시청1로 78, 1층 (읍내동)041-357-8690",당진
1260,충남,아산,배방읍 배방로 22 041-549-3696,아산
1261,충남,아산,탕정면 탕정면로 10 041-544-3486,아산
1262,충남,아산,어의정로 117 (용화동)041-544-3386,아산
1263,충남,아산,번영로 232 (모종동)041-543-8962,아산
1264,충북,청주,상당구 1순환로 1243 (용암동)043-288-3616,청주
1265,충북,청주,상당구 산성로 129 (용담동)043-221-3441,청주
1266,충북,청주,상당구 무심동로392번길 20 (서문동)043-224-8513,청주
1267,충북,충주,국원대로 208-1 (금릉동)043-846-3441,충주
1268,충북,충주,봉계13길 2 (봉방동)043-843-3444,충주
1269,충북,충주,계명대로 227 (연수동)043-846-8590,충주
1270,충북,충주,"예성로 151 C&C몰 106호,107호 (성서동)043-853-8572",충주
1271,충북,제천,의림대로 181 (중앙로2가)043-642-3451,제천
1272,충북,청주,흥덕구 오송읍 오송생명로 220 043-232-3491,청주
1273,충북,청주,흥덕구 1순환로 514 (봉명동)043-262-3165,청주
1274,충북,청주,흥덕구 강서로 121 (강서동)043-237-8743,청주
1275,충북,청주,흥덕구 대농로 43 (복대동) 신영지웰시티 1차 상업시설043-234-8385,청주
1276,충북,청주,흥덕구 직지대로 308 (복대동)043-909-4077,청주
1277,충북,청주,흥덕구 풍산로 15 (가경동)043-232-8407,청주
1278,충북,청주,서원구 사직대로 302 (사직동)043-260-3616,청주
1279,충북,청주,서원구 복대로 5 (개신동)043-235-8964,청주
1280,충북,청주,서원구 내수동로 113 (사창동)043-272-8546,청주
1281,충북,청주,"청원구 오창읍 중심상업1로 20 101,102,103,104호043-216-3347",청주
1282,충북,청주,청원구 충청대로107번길 8 (율량동)043-211-8978,청주
1283,충북,청주,청원구 오창읍 과학산업2로 385 385043-216-8612,청주
1284,제주특별자치도,서귀포,안덕면 신화역사로304번길 38 B1-29064-908-1729,서귀포
1285,제주특별자치도,서귀포,대정읍 에듀시티로 36 064-792-3371,서귀포
1286,제주특별자치도,서귀포,성산읍 일출로 80 064-782-3273,서귀포
1287,제주특별자치도,서귀포,천제연로 95(색달동)064-738-8915,서귀포
1288,제주특별자치도,서귀포,중정로 53 (서귀동)064-763-8707,서귀포
1289,제주특별자치도,서귀포,형제해안로 322 (상모리)064-792-8731,서귀포
1290,제주특별자치도,서귀포,일주서로 11 (강정동)064-738-5943,서귀포
1291,제주특별자치도,서귀포,"성산읍 일출로 284-5, 1,2층064-782-8535",서귀포
1292,제주특별자치도,서귀포,중문관광로110번길 32 (색달동)064-738-8510,서귀포
1293,제주특별자치도,제주,중앙로 215 (이도이동)064-756-3511,제주
1294,제주특별자치도,제주,조천읍 조함해안로 522 064-783-3537,제주
1295,제주특별자치도,제주,연북로 12 (노형동)064-746-3367,제주
1296,제주특별자치도,제주,애월읍 애월해안로 376 064-799-3273,제주
1297,제주특별자치도,제주,관덕로 55 (일도일동)064-757-9892,제주
1298,제주특별자치도,제주,도령로 27 (노형동)064-745-8914,제주
1299,제주특별자치도,제주,서해안로 380 (용담삼동) 화이트하우스064-745-9817,제주
1300,제주특별자치도,제주,"1100로 3348, 신제주이마트 1층 (노형동)064-748-8657",제주
1301,세종특별자치시,세종,219 (다정동)044-864-3627,세종
1302,세종특별자치시,세종,64 (새롬동)044-866-3494,세종
1303,세종특별자치시,세종,499 (어진동)044-868-3297,세종
1304,세종특별자치시,세종,105-10 (종촌동) 성운프라자044-868-5480,세종
1305,세종특별자치시,세종,169 행복타워 1층044-863-7840,세종
1306,세종특별자치시,세종,687(가람동 406) 이마트 세종점044-864-4876,세종
1307,세종특별자치시,세종,81 (어진동)044-867-8705,세종
